encrypt,decrypt
0.0025750,0.0025510
0.0025440,0.0024520
0.0024920,0.0024800
0.0024970,0.0024570
0.0024950,0.0024750
0.0025010,0.0024580
0.0024940,0.0024660
0.0024960,0.0024590
0.0024940,0.0024700
0.0024950,0.0024570
0.0024950,0.0025200
0.0024980,0.0025190
0.0025430,0.0025070
0.0024910,0.0025000
0.0025280,0.0024910
0.0025420,0.0025220
0.0025450,0.0024610
0.0025350,0.0024820
0.0025250,0.0024840
0.0024930,0.0024630
0.0025120,0.0024650
0.0024980,0.0024570
0.0025010,0.0024600
0.0024920,0.0024640
0.0025070,0.0024570
0.0024900,0.0024600
0.0025090,0.0024560
0.0024940,0.0024590
0.0025050,0.0024610
0.0024930,0.0024660
0.0024970,0.0024600
0.0024890,0.0024570
0.0024970,0.0024590
0.0024980,0.0024570
0.0024960,0.0024580
0.0024910,0.0024610
0.0025110,0.0024590
0.0024950,0.0024650
0.0025000,0.0024600
0.0024980,0.0024600
0.0025060,0.0024630
0.0024920,0.0024570
0.0025020,0.0024530
0.0024940,0.0024590
0.0025080,0.0024630
0.0024910,0.0024620
0.0025070,0.0024630
0.0024970,0.0024560
0.0025100,0.0024540
0.0024940,0.0024540
0.0025100,0.0024640
0.0024920,0.0024640
0.0025030,0.0024610
0.0024940,0.0024590
0.0025120,0.0024550
0.0024910,0.0024600
0.0025050,0.0024610
0.0025410,0.0025100
0.0025180,0.0024610
0.0024910,0.0024610
0.0025130,0.0024570
0.0024930,0.0024610
0.0024990,0.0024530
0.0024920,0.0024600
0.0025110,0.0024580
0.0024990,0.0024580
0.0025070,0.0024620
0.0025360,0.0025180
0.0025380,0.0024890
0.0024930,0.0024640
0.0025190,0.0024630
0.0024920,0.0024680
0.0025240,0.0024640
0.0024910,0.0024620
0.0025060,0.0024590
0.0024960,0.0024580
0.0025250,0.0024580
0.0024950,0.0024590
0.0025700,0.0024620
0.0024920,0.0024590
0.0025080,0.0024630
0.0024910,0.0024630
0.0025100,0.0024580
0.0024970,0.0024650
0.0025010,0.0024570
0.0024890,0.0024590
0.0025080,0.0024680
0.0024940,0.0024610
0.0025020,0.0024580
0.0024950,0.0024600
0.0025070,0.0024640
0.0024920,0.0024620
0.0025060,0.0024680
0.0024930,0.0024590
0.0025020,0.0024640
0.0024880,0.0024620
0.0025120,0.0024630
0.0025010,0.0024580
0.0024990,0.0024570
0.0024970,0.0024620
0.0025110,0.0024580
0.0024870,0.0024640
0.0025040,0.0024670
0.0024980,0.0024620
0.0025020,0.0024530
0.0024880,0.0024550
0.0025810,0.0024570
0.0024950,0.0024630
0.0025130,0.0024640
0.0024930,0.0024590
0.0025150,0.0024590
0.0025130,0.0024680
0.0025020,0.0025050
0.0024930,0.0024570
0.0025010,0.0024590
0.0024950,0.0024840
0.0024990,0.0024660
0.0024980,0.0024610
0.0025080,0.0024530
0.0024940,0.0024600
0.0025100,0.0024610
0.0024930,0.0024590
0.0025070,0.0024560
0.0024920,0.0024620
0.0025470,0.0024630
0.0025020,0.0024620
0.0025280,0.0024630
0.0024940,0.0024620
0.0025020,0.0024580
0.0024860,0.0024610
0.0024990,0.0024660
0.0024990,0.0024560
0.0025000,0.0024540
0.0025010,0.0024690
0.0025030,0.0024620
0.0024970,0.0024620
0.0024990,0.0024580
0.0024950,0.0024560
0.0025050,0.0024640
0.0024940,0.0024570
0.0025240,0.0024670
0.0024930,0.0024600
0.0025030,0.0024630
0.0024910,0.0024640
0.0025070,0.0024560
0.0024900,0.0024600
0.0025020,0.0024580
0.0024900,0.0024610
0.0025020,0.0024650
0.0024950,0.0024650
0.0025040,0.0024580
0.0024930,0.0024620
0.0025010,0.0024620
0.0024970,0.0024600
0.0025020,0.0024590
0.0024900,0.0024620
0.0024990,0.0024650
0.0024940,0.0024620
0.0025030,0.0024600
0.0024910,0.0024610
0.0025030,0.0024670
0.0024960,0.0024650
0.0025000,0.0024600
0.0024920,0.0024610
0.0025000,0.0024620
0.0024920,0.0024620
0.0024980,0.0024590
0.0024880,0.0024600
0.0025130,0.0024660
0.0024940,0.0024640
0.0025060,0.0024690
0.0024930,0.0024570
0.0025020,0.0024600
0.0024950,0.0024600
0.0024970,0.0024580
0.0024920,0.0024590
0.0024940,0.0024690
0.0025000,0.0024660
0.0024960,0.0024740
0.0025000,0.0024530
0.0024930,0.0024620
0.0024980,0.0024600
0.0024920,0.0024690
0.0024960,0.0024590
0.0024960,0.0024720
0.0024920,0.0024640
0.0024980,0.0024710
0.0024940,0.0024690
0.0024920,0.0024640
0.0024850,0.0024640
0.0024950,0.0024670
0.0024990,0.0024650
0.0024940,0.0024750
0.0024900,0.0024680
0.0024890,0.0024660
0.0025000,0.0024670
0.0024940,0.0024690
0.0024830,0.0024630
0.0024940,0.0024720
0.0024900,0.0024630
0.0025000,0.0024800
0.0025010,0.0024650
0.0024980,0.0024690
0.0024930,0.0024580
0.0024950,0.0024610
0.0024940,0.0024570
0.0024950,0.0024850
0.0024940,0.0024660
0.0024910,0.0024760
0.0024960,0.0024640
0.0025030,0.0024830
0.0024890,0.0024630
0.0024990,0.0024690
0.0024910,0.0024660
0.0024980,0.0024790
0.0024920,0.0024560
0.0024920,0.0024900
0.0024960,0.0024540
0.0024940,0.0024860
0.0024920,0.0024620
0.0024980,0.0024820
0.0024940,0.0024510
0.0024930,0.0024680
0.0024920,0.0024620
0.0024940,0.0024700
0.0024950,0.0024600
0.0024890,0.0024710
0.0024950,0.0024580
0.0024920,0.0024650
0.0024930,0.0024610
0.0024970,0.0024800
0.0024990,0.0024620
0.0024960,0.0024690
0.0024970,0.0024660
0.0025130,0.0024900
0.0024940,0.0024700
0.0025080,0.0024890
0.0025100,0.0024640
0.0025040,0.0024940
0.0024980,0.0024670
0.0025020,0.0025040
0.0024930,0.0024690
0.0024930,0.0024840
0.0024940,0.0024560
0.0024920,0.0024710
0.0024910,0.0024630
0.0024940,0.0024680
0.0025010,0.0024640
0.0024890,0.0024750
0.0024950,0.0024590
0.0024940,0.0024690
0.0024890,0.0024620
0.0024940,0.0024730
0.0024960,0.0024590
0.0024880,0.0024710
0.0024920,0.0024610
0.0024870,0.0024710
0.0024960,0.0024570
0.0024910,0.0024690
0.0024940,0.0024620
0.0024950,0.0024770
0.0024950,0.0024580
0.0024970,0.0024830
0.0024910,0.0024620
0.0024910,0.0024750
0.0024970,0.0024640
0.0024910,0.0024650
0.0024890,0.0024600
0.0024930,0.0024700
0.0024930,0.0024550
0.0024930,0.0024640
0.0024890,0.0024540
0.0024940,0.0024720
0.0024880,0.0024610
0.0024950,0.0024690
0.0024870,0.0024590
0.0025000,0.0024760
0.0024920,0.0024630
0.0024970,0.0024650
0.0025010,0.0024680
0.0024930,0.0024670
0.0024940,0.0024610
0.0024980,0.0024650
0.0025010,0.0024600
0.0024940,0.0024590
0.0025020,0.0024650
0.0024990,0.0024600
0.0025050,0.0024570
0.0024970,0.0024640
0.0025280,0.0024590
0.0024950,0.0024640
0.0025330,0.0024590
0.0025020,0.0024580
0.0025210,0.0024590
0.0024900,0.0024620
0.0025030,0.0024610
0.0024900,0.0024610
0.0025060,0.0024630
0.0024980,0.0024650
0.0025030,0.0024560
0.0024930,0.0024580
0.0025010,0.0024590
0.0024960,0.0024640
0.0025070,0.0024530
0.0024910,0.0024590
0.0025080,0.0024590
0.0024940,0.0024600
0.0025040,0.0024590
0.0024900,0.0024620
0.0024990,0.0024650
0.0024890,0.0024630
0.0025060,0.0024590
0.0024920,0.0024650
0.0025070,0.0024670
0.0024860,0.0024610
0.0024990,0.0024620
0.0024960,0.0024600
0.0025060,0.0024600
0.0024960,0.0024600
0.0024990,0.0024620
0.0024910,0.0024660
0.0025110,0.0024550
0.0024900,0.0024660
0.0025020,0.0024600
0.0024960,0.0024590
0.0025040,0.0024590
0.0024920,0.0024610
0.0024980,0.0024570
0.0024950,0.0024630
0.0025040,0.0024610
0.0025010,0.0024540
0.0025040,0.0024630
0.0024990,0.0024610
0.0025010,0.0024620
0.0024960,0.0024590
0.0025000,0.0024610
0.0024910,0.0024570
0.0025120,0.0024530
0.0024960,0.0024580
0.0025090,0.0024560
0.0024950,0.0024600
0.0025040,0.0024600
0.0024960,0.0024610
0.0025020,0.0024610
0.0024930,0.0024670
0.0025070,0.0024570
0.0024960,0.0024640
0.0025000,0.0024620
0.0024930,0.0024630
0.0025050,0.0024670
0.0024890,0.0024580
0.0025040,0.0024730
0.0024960,0.0024610
0.0025060,0.0024630
0.0024900,0.0024630
0.0025010,0.0024600
0.0025010,0.0024600
0.0024990,0.0024560
0.0024940,0.0024620
0.0025050,0.0024580
0.0024960,0.0024530
0.0025110,0.0024650
0.0024900,0.0024580
0.0025070,0.0024580
0.0024960,0.0024610
0.0024990,0.0024590
0.0024960,0.0024640
0.0024920,0.0024600
0.0024900,0.0024540
0.0025110,0.0024600
0.0024980,0.0024570
0.0024960,0.0024680
0.0024940,0.0024550
0.0024910,0.0024700
0.0024920,0.0024600
0.0024930,0.0024680
0.0024930,0.0024600
0.0024930,0.0024650
0.0024960,0.0024580
0.0024920,0.0024690
0.0024970,0.0024590
0.0024940,0.0024770
0.0024890,0.0024600
0.0024960,0.0024730
0.0024950,0.0024560
0.0024990,0.0024670
0.0024950,0.0024660
0.0025000,0.0024670
0.0024940,0.0024630
0.0024920,0.0024680
0.0024950,0.0024590
0.0024950,0.0024680
0.0024940,0.0024600
0.0024960,0.0024700
0.0025010,0.0024560
0.0024940,0.0024710
0.0024960,0.0024610
0.0024930,0.0024620
0.0024920,0.0024580
0.0024890,0.0024660
0.0024940,0.0024570
0.0024950,0.0024680
0.0025000,0.0024690
0.0024990,0.0024670
0.0024960,0.0024590
0.0024840,0.0024680
0.0024850,0.0024580
0.0024960,0.0024730
0.0024900,0.0024760
0.0025330,0.0025300
0.0024930,0.0024650
0.0025020,0.0025060
0.0025100,0.0024590
0.0024910,0.0024950
0.0024890,0.0024610
0.0024950,0.0024730
0.0025030,0.0024580
0.0024880,0.0024990
0.0024960,0.0024570
0.0024920,0.0024860
0.0025010,0.0024590
0.0024940,0.0024830
0.0025060,0.0024600
0.0024940,0.0024700
0.0024940,0.0024600
0.0024920,0.0024640
0.0024950,0.0024570
0.0024850,0.0024710
0.0024940,0.0024580
0.0024940,0.0024730
0.0025010,0.0024700
0.0024970,0.0024690
0.0024930,0.0024630
0.0024980,0.0024760
0.0025000,0.0024620
0.0024910,0.0024660
0.0024930,0.0024550
0.0025070,0.0024670
0.0024940,0.0024610
0.0024920,0.0024710
0.0024920,0.0024550
0.0024960,0.0024700
0.0025090,0.0024690
0.0024980,0.0025110
0.0024930,0.0024640
0.0024930,0.0024840
0.0024980,0.0024630
0.0025020,0.0024870
0.0024960,0.0024610
0.0024920,0.0024870
0.0025000,0.0024630
0.0024970,0.0024930
0.0024930,0.0024610
0.0024950,0.0024760
0.0024940,0.0024580
0.0024940,0.0024750
0.0024950,0.0024560
0.0024930,0.0024770
0.0024950,0.0024630
0.0024950,0.0024730
0.0024920,0.0024560
0.0024910,0.0024720
0.0024950,0.0024610
0.0025030,0.0024650
0.0024910,0.0024570
0.0024880,0.0024670
0.0024970,0.0024600
0.0024870,0.0024760
0.0024960,0.0024590
0.0024890,0.0024670
0.0024990,0.0024610
0.0024940,0.0024660
0.0025020,0.0024570
0.0024880,0.0024690
0.0024970,0.0024550
0.0024990,0.0024630
0.0024920,0.0024770
0.0024950,0.0024850
0.0024930,0.0024600
0.0024900,0.0024940
0.0024990,0.0024570
0.0024900,0.0024910
0.0025020,0.0024660
0.0024980,0.0024870
0.0024980,0.0024600
0.0024920,0.0024630
0.0024920,0.0024590
0.0024930,0.0024700
0.0024950,0.0024660
0.0024890,0.0024720
0.0024960,0.0024670
0.0024920,0.0024700
0.0024990,0.0024630
0.0024970,0.0024650
0.0024850,0.0024620
0.0024930,0.0024650
0.0025030,0.0024600
0.0024920,0.0024650
0.0025090,0.0024670
0.0024990,0.0024690
0.0025020,0.0024610
0.0024970,0.0024610
0.0025140,0.0024650
0.0025000,0.0024620
0.0025190,0.0024590
0.0024950,0.0024590
0.0025060,0.0024610
0.0024920,0.0024610
0.0025050,0.0024660
0.0024970,0.0024550
0.0024990,0.0024640
0.0024940,0.0024710
0.0025160,0.0024600
0.0024980,0.0024600
0.0025110,0.0024610
0.0024900,0.0024630
0.0025050,0.0024660
0.0024950,0.0024580
0.0024930,0.0024610
0.0024960,0.0024590
0.0025020,0.0024630
0.0024920,0.0024670
0.0025060,0.0024610
0.0025030,0.0024650
0.0025020,0.0024630
0.0024960,0.0024600
0.0025000,0.0024600
0.0024960,0.0024520
0.0024980,0.0024590
0.0024950,0.0024670
0.0025120,0.0024600
0.0024920,0.0024660
0.0025080,0.0024620
0.0024910,0.0024630
0.0025030,0.0024580
0.0024940,0.0024600
0.0025070,0.0024620
0.0024930,0.0024600
0.0024950,0.0024600
0.0024950,0.0024610
0.0025080,0.0024620
0.0024970,0.0024650
0.0024970,0.0024570
0.0024940,0.0024630
0.0025010,0.0024650
0.0024940,0.0024620
0.0025000,0.0024650
0.0024950,0.0024670
0.0024980,0.0024660
0.0024930,0.0024620
0.0024980,0.0024630
0.0024950,0.0024630
0.0025000,0.0024590
0.0024910,0.0024630
0.0025120,0.0024610
0.0024930,0.0024630
0.0024950,0.0024630
0.0024910,0.0024600
0.0024960,0.0024610
0.0024940,0.0024660
0.0024990,0.0024580
0.0025010,0.0024600
0.0025040,0.0024710
0.0024950,0.0024630
0.0025110,0.0024610
0.0024960,0.0024620
0.0025020,0.0024650
0.0025000,0.0024630
0.0024990,0.0024580
0.0024980,0.0024610
0.0024970,0.0024570
0.0024960,0.0024570
0.0025010,0.0024600
0.0025020,0.0024630
0.0024950,0.0024540
0.0025020,0.0024640
0.0025030,0.0024630
0.0024990,0.0024650
0.0025070,0.0024700
0.0024970,0.0024600
0.0025330,0.0024630
0.0024980,0.0024540
0.0025380,0.0024640
0.0024920,0.0024680
0.0025230,0.0024660
0.0024980,0.0024660
0.0025110,0.0024590
0.0024930,0.0024640
0.0024990,0.0024640
0.0024980,0.0024680
0.0024930,0.0024720
0.0024930,0.0024630
0.0025020,0.0024690
0.0024940,0.0024670
0.0025040,0.0024610
0.0024950,0.0024590
0.0025070,0.0024640
0.0024980,0.0024650
0.0024990,0.0024670
0.0024930,0.0024680
0.0024950,0.0024680
0.0024960,0.0024600
0.0024890,0.0024760
0.0025020,0.0024620
0.0024910,0.0024650
0.0024890,0.0024590
0.0024940,0.0024670
0.0024960,0.0024560
0.0024920,0.0024820
0.0024960,0.0024620
0.0024850,0.0024730
0.0024900,0.0024610
0.0024890,0.0024850
0.0024960,0.0024630
0.0025010,0.0025110
0.0025000,0.0024600
0.0024940,0.0024850
0.0024960,0.0024610
0.0025000,0.0024990
0.0024970,0.0024550
0.0024960,0.0024730
0.0024930,0.0024650
0.0024930,0.0024740
0.0024970,0.0024600
0.0024950,0.0024720
0.0025000,0.0024630
0.0024930,0.0024960
0.0024940,0.0024610
0.0024930,0.0024750
0.0024920,0.0024600
0.0024950,0.0024670
0.0024940,0.0024650
0.0024960,0.0024770
0.0024940,0.0024590
0.0024930,0.0024760
0.0024960,0.0024610
0.0024950,0.0024680
0.0025010,0.0024580
0.0024880,0.0024730
0.0024980,0.0024540
0.0024950,0.0024690
0.0024960,0.0024610
0.0024940,0.0024660
0.0024980,0.0024580
0.0024980,0.0024650
0.0024880,0.0024530
0.0024930,0.0024910
0.0025060,0.0024620
0.0024950,0.0024940
0.0025110,0.0024640
0.0024950,0.0024900
0.0025080,0.0024600
0.0025020,0.0024890
0.0025080,0.0024610
0.0025010,0.0024940
0.0024980,0.0024600
0.0024960,0.0024700
0.0024930,0.0024600
0.0024900,0.0024730
0.0024890,0.0024600
0.0024980,0.0024630
0.0024930,0.0024610
0.0024930,0.0024700
0.0025000,0.0024630
0.0024920,0.0024800
0.0024980,0.0024600
0.0024930,0.0024680
0.0024940,0.0024660
0.0024980,0.0024630
0.0024920,0.0024580
0.0024940,0.0024690
0.0024940,0.0024660
0.0024990,0.0024760
0.0024900,0.0024590
0.0024960,0.0024750
0.0024940,0.0024580
0.0024960,0.0024730
0.0024870,0.0024600
0.0024920,0.0024700
0.0024950,0.0024630
0.0024920,0.0024660
0.0024900,0.0024580
0.0024960,0.0024680
0.0025080,0.0024600
0.0024920,0.0024700
0.0024970,0.0024560
0.0024990,0.0024590
0.0024940,0.0024600
0.0024980,0.0024720
0.0024930,0.0024600
0.0024940,0.0024690
0.0024960,0.0024580
0.0025000,0.0024700
0.0024930,0.0024670
0.0024960,0.0024640
0.0024930,0.0024630
0.0024920,0.0024660
0.0024940,0.0024570
0.0024960,0.0024760
0.0024920,0.0024590
0.0024940,0.0024780
0.0024940,0.0024610
0.0024970,0.0024720
0.0024920,0.0024580
0.0024980,0.0024720
0.0024900,0.0024620
0.0024970,0.0024680
0.0024980,0.0024590
0.0024980,0.0024700
0.0024990,0.0024630
0.0024900,0.0024670
0.0024850,0.0024640
0.0024950,0.0024580
0.0025120,0.0024620
0.0024950,0.0024740
0.0025000,0.0024620
0.0024940,0.0024580
0.0025020,0.0024580
0.0024850,0.0024680
0.0025220,0.0024630
0.0024940,0.0024580
0.0025140,0.0024600
0.0024930,0.0024610
0.0025180,0.0024590
0.0024950,0.0024630
0.0025030,0.0024540
0.0024970,0.0024670
0.0025040,0.0024580
0.0024930,0.0024640
0.0025010,0.0024620
0.0024960,0.0024680
0.0025040,0.0024630
0.0024890,0.0024580
0.0025010,0.0024630
0.0024960,0.0024570
0.0024990,0.0024580
0.0024980,0.0024570
0.0024990,0.0024630
0.0024940,0.0024620
0.0025020,0.0024600
0.0024910,0.0024570
0.0025080,0.0024700
0.0024900,0.0024630
0.0025060,0.0024730
0.0025000,0.0024560
0.0025040,0.0024580
0.0024910,0.0024580
0.0025070,0.0024620
0.0024960,0.0024670
0.0025220,0.0024590
0.0025130,0.0024670
0.0025190,0.0024650
0.0025000,0.0024630
0.0025180,0.0024630
0.0024940,0.0024560
0.0025050,0.0024610
0.0024900,0.0024610
0.0025170,0.0024610
0.0024950,0.0024580
0.0025040,0.0024610
0.0024940,0.0024550
0.0024950,0.0024640
0.0024910,0.0024590
0.0024950,0.0024590
0.0024940,0.0024590
0.0025000,0.0024550
0.0024870,0.0024670
0.0025010,0.0024540
0.0024900,0.0024590
0.0025020,0.0024630
0.0025010,0.0024630
0.0025120,0.0024620
0.0024990,0.0024700
0.0025030,0.0024650
0.0024910,0.0024620
0.0024980,0.0024610
0.0024940,0.0024650
0.0025090,0.0024610
0.0024900,0.0024620
0.0025020,0.0024560
0.0024920,0.0024580
0.0025010,0.0024560
0.0024910,0.0024640
0.0025280,0.0024660
0.0024920,0.0024770
0.0025220,0.0024600
0.0024940,0.0024650
0.0025200,0.0024600
0.0024930,0.0024590
0.0025200,0.0024640
0.0024990,0.0024640
0.0025140,0.0024620
0.0025010,0.0024580
0.0025230,0.0024620
0.0024970,0.0024570
0.0025050,0.0024580
0.0024890,0.0024580
0.0025080,0.0024620
0.0024950,0.0024600
0.0025000,0.0024610
0.0024910,0.0024620
0.0025010,0.0024670
0.0024940,0.0024590
0.0025010,0.0024740
0.0024980,0.0024590
0.0025150,0.0024600
0.0024900,0.0024550
0.0025070,0.0024620
0.0025020,0.0024580
0.0024980,0.0024540
0.0024940,0.0024650
0.0025010,0.0024580
0.0024910,0.0024930
0.0025190,0.0024600
0.0024980,0.0024600
0.0025110,0.0024710
0.0024910,0.0024730
0.0025230,0.0024640
0.0025020,0.0024750
0.0025480,0.0024570
0.0024970,0.0024620
0.0025120,0.0024630
0.0024940,0.0024580
0.0025180,0.0024620
0.0024900,0.0024590
0.0025000,0.0024590
0.0024990,0.0024560
0.0025140,0.0024580
0.0024900,0.0024530
0.0024940,0.0024630
0.0025020,0.0024520
0.0025200,0.0024660
0.0024890,0.0024590
0.0024980,0.0024710
0.0024960,0.0024590
0.0025010,0.0024600
0.0024980,0.0024640
0.0024900,0.0024680
0.0024930,0.0024580
0.0024990,0.0024770
0.0024980,0.0024590
0.0024980,0.0024700
0.0025020,0.0024630
0.0024880,0.0024750
0.0024920,0.0024600
0.0024900,0.0024720
0.0024950,0.0024560
0.0024990,0.0024690
0.0024910,0.0024580
0.0024920,0.0024670
0.0024910,0.0024630
0.0025080,0.0024930
0.0024890,0.0024680
0.0024930,0.0024860
0.0024930,0.0024560
0.0024870,0.0024850
0.0024990,0.0024670
0.0024950,0.0024730
0.0024880,0.0024620
0.0024940,0.0024670
0.0024930,0.0024630
0.0024960,0.0024660
0.0024890,0.0024640
0.0024940,0.0024710
0.0025010,0.0024600
0.0024950,0.0024720
0.0024860,0.0024600
0.0024950,0.0024800
0.0024960,0.0024640
0.0024980,0.0024660
0.0024950,0.0024590
0.0024880,0.0024640
0.0024930,0.0024570
0.0024910,0.0024610
0.0024910,0.0024610
0.0024950,0.0024690
0.0024850,0.0024640
0.0024940,0.0024680
0.0024940,0.0024680
0.0024850,0.0024910
0.0024980,0.0024590
0.0024930,0.0024790
0.0024930,0.0024590
0.0024950,0.0024690
0.0024920,0.0024620
0.0024940,0.0024670
0.0024950,0.0024600
0.0024940,0.0024690
0.0024980,0.0024630
0.0024940,0.0024760
0.0024920,0.0024600
0.0024960,0.0024720
0.0024940,0.0024560
0.0024940,0.0024670
0.0025090,0.0024590
0.0024940,0.0024720
0.0024980,0.0024600
0.0024940,0.0024700
